eeacellcode	specieskey	species	datasetkey	countrycode	basisofrecord	COUNT(*)	isCitizenScience
10kmE272N173	3048831	Cakile maritima	a559e942-0fbe-4f09-93ca-28cf244ce2a0	PT	PRESERVED_SPECIMEN	2	0
10kmE275N220	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	1	1
10kmE395N327	3048831	Cakile maritima	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	NL	HUMAN_OBSERVATION	3	1
10kmE402N336	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	22	1
10kmE277N174	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	3	1
10kmE396N335	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	10	1
10kmE400N335	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	1	0
10kmE381N312	3048831	Cakile maritima	bfc6fe18-77c7-4ede-a555-9207d60d1d86	BE	HUMAN_OBSERVATION	1	1
10kmE386N318	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	5	0
10kmE393N323	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	4	0
10kmE398N331	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	14	1
10kmE383N315	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	BE	HUMAN_OBSERVATION	2	0
10kmE396N330	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	2	0
10kmE264N194	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	3	1
10kmE269N204	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	1	1
10kmE274N213	3048831	Cakile maritima	2bf7b2c0-34dc-4458-8ee4-4f99fac03b33	PT	HUMAN_OBSERVATION	5	1
10kmE400N333	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	54	1
10kmE409N338	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	41	0
10kmE276N218	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	PT	HUMAN_OBSERVATION	1	0
10kmE393N321	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	12	1
10kmE396N331	3048831	Cakile maritima	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	NL	HUMAN_OBSERVATION	1	1
10kmE399N336	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	5	0
10kmE269N204	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	1	1
10kmE275N173	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	13	1
10kmE276N224	3048831	Cakile maritima	835ac57e-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE388N318	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	3	0
10kmE391N320	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	3	0
10kmE388N316	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	1	1
10kmE391N319	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	1	0
10kmE267N201	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	1	1
10kmE275N173	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	2	1
10kmE394N326	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	6	0
10kmE271N174	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	5	1
10kmE388N316	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	196	1
10kmE380N313	3048831	Cakile maritima	940821c0-3269-11df-855a-b8a03c50a862	BE	HUMAN_OBSERVATION	27	0
10kmE383N315	3048831	Cakile maritima	271c444f-f8d8-4986-b748-e7367755c0c1	BE	HUMAN_OBSERVATION	438	1
10kmE265N178	3048831	Cakile maritima	837acfc2-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE271N174	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	3	1
10kmE273N173	3048831	Cakile maritima	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	PT	HUMAN_OBSERVATION	1	1
10kmE389N320	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	2	1
10kmE392N323	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	14	0
10kmE401N331	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	8	0
10kmE403N338	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	15	0
10kmE221N413	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	1	1
10kmE264N197	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	1	0
10kmE383N315	3048831	Cakile maritima	b740eaa0-0679-41dc-acb7-990d562dfa37	BE	PRESERVED_SPECIMEN	5	0
10kmE395N330	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	4	0
10kmE396N334	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	NL	HUMAN_OBSERVATION	2	0
10kmE263N195	3048831	Cakile maritima	835ac57e-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE273N174	3048831	Cakile maritima	2bf7b2c0-34dc-4458-8ee4-4f99fac03b33	PT	HUMAN_OBSERVATION	1	1
10kmE277N174	3048831	Cakile maritima	a559e942-0fbe-4f09-93ca-28cf244ce2a0	PT	PRESERVED_SPECIMEN	1	0
10kmE381N312	3048831	Cakile maritima	271c444f-f8d8-4986-b748-e7367755c0c1	BE	HUMAN_OBSERVATION	1	1
10kmE389N320	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	267	1
10kmE393N325	3048831	Cakile maritima	4f72060d-2c72-4d5f-addc-8d1b1049c78a	NL	PRESERVED_SPECIMEN	1	0
10kmE407N337	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	71	1
10kmE653N186	3048831	Cakile maritima	744edc21-8dd2-474e-8a0b-b8c3d56a3c2d	TR	HUMAN_OBSERVATION	1	0
10kmE574N232	3048831	Cakile maritima	84b18cce-083a-4464-bee8-25b2083a17cd	BG	PRESERVED_SPECIMEN	1	0
10kmE387N318	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	6	0
10kmE390N320	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	9	0
10kmE399N333	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	4	0
10kmE380N314	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	BE	HUMAN_OBSERVATION	1	1
10kmE276N225	3048831	Cakile maritima	834a4794-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE391N314	3048831	Cakile maritima	c9e31c10-6986-4795-8244-30ad2486d0bb	BE	HUMAN_OBSERVATION	1	0
10kmE396N326	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	4	1
10kmE401N335	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	1	0
10kmE386N315	3048831	Cakile maritima	bfc6fe18-77c7-4ede-a555-9207d60d1d86	BE	HUMAN_OBSERVATION	32	1
10kmE276N224	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	5	1
10kmE385N315	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	1	0
10kmE388N315	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	NL	HUMAN_OBSERVATION	1	0
10kmE389N318	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	1	0
10kmE391N316	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	4	1
10kmE405N336	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	1	1
10kmE276N224	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	1	1
10kmE394N327	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	1	0
10kmE399N335	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	19	1
10kmE401N337	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	4	1
10kmE389N318	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	15	0
10kmE394N325	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	6	1
10kmE397N334	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	3	0
10kmE263N176	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	1	1
10kmE401N337	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	306	1
10kmE268N188	3048831	Cakile maritima	4cf3eec1-b902-40c9-b15b-05c5fe5928b6	PT	HUMAN_OBSERVATION	1	0
10kmE394N325	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	79	1
10kmE397N335	3048831	Cakile maritima	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	NL	HUMAN_OBSERVATION	6	1
10kmE263N196	3048831	Cakile maritima	834a4794-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE397N332	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	38	1
10kmE399N295	3048831	Cakile maritima	b740eaa0-0679-41dc-acb7-990d562dfa37	BE	PRESERVED_SPECIMEN	1	0
10kmE401N332	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	2	0
10kmE264N177	3048831	Cakile maritima	e1beb83c-9b83-4d17-ac5e-d24e09507ec5	PT	HUMAN_OBSERVATION	1	1
10kmE385N316	3048831	Cakile maritima	940821c0-3269-11df-855a-b8a03c50a862	BE	HUMAN_OBSERVATION	3	0
10kmE387N315	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	10	0
10kmE409N324	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	2	0
10kmE263N195	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	14	1
10kmE272N209	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	1	0
10kmE385N315	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	BE	HUMAN_OBSERVATION	2	0
10kmE393N314	3048831	Cakile maritima	bfc6fe18-77c7-4ede-a555-9207d60d1d86	BE	HUMAN_OBSERVATION	2	1
10kmE404N338	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	4	0
10kmE265N191	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	2	1
10kmE266N185	3048831	Cakile maritima	4cf3eec1-b902-40c9-b15b-05c5fe5928b6	PT	HUMAN_OBSERVATION	2	0
10kmE275N216	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	1	0
10kmE276N221	3048831	Cakile maritima	2bf7b2c0-34dc-4458-8ee4-4f99fac03b33	PT	HUMAN_OBSERVATION	1	1
10kmE276N227	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	3	0
10kmE390N320	3048831	Cakile maritima	834a4794-f762-11e1-a439-00145eb45e9a	NL	PRESERVED_SPECIMEN	1	0
10kmE392N322	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	249	1
10kmE397N326	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	4	0
10kmE263N195	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	1	1
10kmE274N174	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	1	1
10kmE412N335	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	24	1
10kmE380N313	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	BE	HUMAN_OBSERVATION	3	0
10kmE386N315	3048831	Cakile maritima	271c444f-f8d8-4986-b748-e7367755c0c1	BE	HUMAN_OBSERVATION	1	1
10kmE387N317	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	3	1
10kmE266N202	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	5	1
10kmE270N206	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	1	0
10kmE585N264	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	RO	HUMAN_OBSERVATION	1	1
10kmE270N175	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	2	1
10kmE273N213	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	4	0
10kmE387N317	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	178	1
10kmE396N334	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	7	0
10kmE406N338	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	49	0
10kmE276N220	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	2	0
10kmE270N175	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	8	1
10kmE406N338	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	17	0
10kmE400N332	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	1	0
10kmE401N328	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	1	0
10kmE406N338	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	14	1
10kmE267N191	3048831	Cakile maritima	4cf3eec1-b902-40c9-b15b-05c5fe5928b6	PT	HUMAN_OBSERVATION	3	0
10kmE271N210	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	2	0
10kmE273N173	3048831	Cakile maritima	835ac57e-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	4	0
10kmE395N327	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	34	0
10kmE578N229	3048831	Cakile maritima	54f946aa-2ca9-4a51-9ee5-011219e0381e	BG	PRESERVED_SPECIMEN	1	0
10kmE265N194	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	1	0
10kmE272N173	3048831	Cakile maritima	4cf3eec1-b902-40c9-b15b-05c5fe5928b6	PT	HUMAN_OBSERVATION	3	0
10kmE383N314	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	BE	HUMAN_OBSERVATION	1	1
10kmE396N319	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	12	1
10kmE406N338	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	372	1
10kmE395N327	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	10	0
10kmE276N217	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	5	1
10kmE390N317	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	2	0
10kmE398N334	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	3	0
	3048831	Cakile maritima	8353c5bc-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE389N319	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	NL	HUMAN_OBSERVATION	1	0
10kmE392N321	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	NL	HUMAN_OBSERVATION	1	0
10kmE393N324	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	38	0
10kmE401N328	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	8	1
10kmE390N317	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	5	0
10kmE396N331	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	9	0
10kmE400N336	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	4	0
10kmE271N207	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	1	1
10kmE385N316	3048831	Cakile maritima	bfc6fe18-77c7-4ede-a555-9207d60d1d86	BE	HUMAN_OBSERVATION	82	1
10kmE393N314	3048831	Cakile maritima	b740eaa0-0679-41dc-acb7-990d562dfa37	BE	PRESERVED_SPECIMEN	1	0
10kmE393N324	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	15	0
10kmE395N329	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	4	1
10kmE402N332	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	1	0
10kmE274N214	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	14	1
10kmE396N331	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	5	0
10kmE271N207	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	2	1
10kmE387N316	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	NL	HUMAN_OBSERVATION	2	0
10kmE388N319	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	18	0
10kmE391N321	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	21	0
10kmE395N329	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	301	1
10kmE404N329	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	5	0
10kmE404N337	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	113	1
10kmE274N214	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	1	1
10kmE398N336	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	218	1
10kmE401N325	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	2	0
10kmE617N178	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	TR	HUMAN_OBSERVATION	1	1
10kmE267N187	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	2	1
10kmE379N313	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	BE	HUMAN_OBSERVATION	1	1
10kmE383N313	3048831	Cakile maritima	bfc6fe18-77c7-4ede-a555-9207d60d1d86	BE	HUMAN_OBSERVATION	1	1
10kmE388N309	3048831	Cakile maritima	b740eaa0-0679-41dc-acb7-990d562dfa37	BE	PRESERVED_SPECIMEN	1	0
10kmE388N319	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	8	0
10kmE391N321	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	50	0
10kmE395N320	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	3	1
10kmE272N211	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	1	1
10kmE273N173	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	PT	HUMAN_OBSERVATION	4	0
10kmE390N319	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	14	1
10kmE396N333	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	7	1
10kmE400N338	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	12	1
10kmE402N337	3048831	Cakile maritima	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	NL	HUMAN_OBSERVATION	1	1
10kmE386N316	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	9	0
10kmE402N334	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	1	1
10kmE407N338	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	7	0
10kmE268N191	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	3	1
10kmE395N329	3048831	Cakile maritima	a307e4d7-1de2-4adc-95d5-a0a8d5f57236	NL	PRESERVED_SPECIMEN	3	0
10kmE396N333	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	342	1
10kmE267N188	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	2	0
10kmE386N316	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	49	0
10kmE393N321	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	1	0
10kmE273N210	3048831	Cakile maritima	835d30de-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE384N316	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	BE	HUMAN_OBSERVATION	1	0
10kmE276N209	3048831	Cakile maritima	84b18cce-083a-4464-bee8-25b2083a17cd	PT	PRESERVED_SPECIMEN	1	0
10kmE391N323	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	70	1
10kmE576N240	3048831	Cakile maritima	54f946aa-2ca9-4a51-9ee5-011219e0381e	BG	PRESERVED_SPECIMEN	1	0
10kmE411N336	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	62	1
10kmE276N222	3048831	Cakile maritima	835ac57e-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE279N223	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	PT	HUMAN_OBSERVATION	1	0
10kmE382N314	3048831	Cakile maritima	940821c0-3269-11df-855a-b8a03c50a862	BE	HUMAN_OBSERVATION	11	0
10kmE385N316	3048831	Cakile maritima	271c444f-f8d8-4986-b748-e7367755c0c1	BE	HUMAN_OBSERVATION	99	1
10kmE388N316	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	1	0
10kmE275N174	3048831	Cakile maritima	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	PT	HUMAN_OBSERVATION	1	1
10kmE386N318	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	39	1
10kmE395N328	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	NL	HUMAN_OBSERVATION	2	0
10kmE409N338	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	1	1
10kmE385N316	3048831	Cakile maritima	b740eaa0-0679-41dc-acb7-990d562dfa37	BE	PRESERVED_SPECIMEN	2	0
10kmE388N314	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	26	1
10kmE394N326	3048831	Cakile maritima	15738fee-78b1-4751-bcc1-cbf7139c68de	NL	PRESERVED_SPECIMEN	1	0
10kmE401N337	3048831	Cakile maritima	3046db3b-b18d-410b-8ad8-22e662873986	NL	PRESERVED_SPECIMEN	1	0
	3048831	Cakile maritima	b740eaa0-0679-41dc-acb7-990d562dfa37	BE	PRESERVED_SPECIMEN	1	0
